stage,pulse_label,timestamp_ms,Id_ref,Iq_ref,Id,Iq,Vd,Vq,vbus,speed,foc_state,fault_flags,app_fault_code
S3_Kp1.00_Ki1500,+0.05A,12299618,0.0,0.0,-0.027,0.009,0.001,6.861,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299638,0.0,0.0,0.006,0.043,-0.001,6.861,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299658,0.0,0.0,0.048,-0.013,-0.0,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300298,0.0,0.0,-0.003,-0.031,-0.0,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300318,0.0,-0.05,-0.018,0.004,0.003,6.87,11.9,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300338,0.0,-0.05,-0.007,0.048,-0.0,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300358,0.0,-0.05,-0.112,-0.045,0.008,6.889,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300378,0.0,-0.05,-0.018,0.104,0.001,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300398,0.0,-0.05,-0.082,0.07,0.006,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300418,0.0,-0.05,0.047,-0.013,-0.003,6.889,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300438,0.0,-0.05,0.053,0.13,-0.006,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300458,0.0,-0.05,0.052,0.044,-0.004,6.87,11.9,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300478,0.0,-0.05,-0.038,0.068,0.004,6.87,11.9,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300498,0.0,-0.05,-0.036,0.042,0.003,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300518,0.0,-0.05,0.114,-0.066,-0.007,6.898,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300538,0.0,-0.05,-0.061,-0.048,0.005,6.889,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300558,0.0,-0.05,-0.058,-0.066,0.005,6.889,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300578,0.0,-0.05,0.036,0.055,-0.003,6.87,11.9,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300598,0.0,-0.05,-0.115,0.118,0.008,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300618,0.0,-0.05,-0.039,0.162,0.002,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300638,0.0,-0.05,-0.114,0.065,0.007,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300658,0.0,-0.05,0.011,0.06,-0.001,6.889,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300678,0.0,-0.05,0.034,0.106,-0.004,6.88,11.95,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300698,0.0,-0.05,0.089,-0.028,-0.007,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300718,0.0,-0.05,0.081,0.008,-0.006,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300738,0.0,-0.05,0.003,0.006,-0.0,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300758,0.0,-0.05,-0.019,-0.065,0.002,6.852,11.87,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300778,0.0,-0.05,0.013,-0.051,-0.0,6.898,11.95,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300798,0.0,-0.05,-0.024,0.004,0.003,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300818,0.0,-0.05,-0.012,0.053,0.0,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300838,0.0,-0.05,-0.12,-0.033,0.008,6.88,11.92,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300858,0.0,-0.05,-0.012,0.098,0.001,6.87,11.9,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300878,0.0,-0.05,-0.05,0.15,0.003,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300898,0.0,-0.05,0.045,-0.044,-0.003,6.87,11.9,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300918,0.0,-0.05,0.122,0.144,-0.011,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300938,0.0,-0.05,0.039,0.025,-0.003,6.861,11.88,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300958,0.0,-0.05,-0.033,0.061,0.004,6.87,11.9,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300978,0.0,-0.05,-0.043,0.023,0.003,6.88,11.92,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12300998,0.0,-0.05,0.105,-0.084,-0.006,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301018,0.0,-0.05,-0.073,-0.021,0.005,6.88,11.95,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301038,0.0,-0.05,-0.049,-0.052,0.004,6.861,11.9,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301058,0.0,-0.05,0.043,0.057,-0.004,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301078,0.0,-0.05,-0.069,0.095,0.005,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301098,0.0,-0.05,0.009,0.106,-0.002,6.889,11.93,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301118,0.0,-0.05,-0.076,0.039,0.005,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301138,0.0,-0.05,0.014,0.031,-0.001,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301158,0.0,-0.05,0.034,0.073,-0.003,6.87,11.93,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301178,0.0,-0.05,0.054,-0.025,-0.004,6.88,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301198,0.0,-0.05,0.056,0.054,-0.004,6.889,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301218,0.0,-0.05,-0.075,-0.006,0.006,6.861,11.88,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301238,0.0,-0.05,-0.012,-0.011,0.001,6.889,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301258,0.0,-0.05,0.009,0.059,-0.001,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301278,0.0,-0.05,-0.029,0.011,0.003,6.861,11.88,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301298,0.0,-0.05,0.052,0.058,-0.005,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301318,0.0,-0.05,-0.034,0.004,0.002,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301338,0.0,-0.05,0.005,0.056,-0.001,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301358,0.0,-0.05,-0.016,0.129,0.001,6.861,11.88,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301378,0.0,-0.05,-0.049,0.009,0.005,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301398,0.0,-0.05,0.038,0.05,-0.003,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301418,0.0,-0.05,-0.096,-0.045,0.007,6.861,11.88,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301438,0.0,-0.05,-0.013,0.064,0.001,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301458,0.0,-0.05,-0.047,0.128,0.002,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301478,0.0,-0.05,0.035,-0.013,-0.002,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301498,0.0,-0.05,-0.028,0.064,0.001,6.861,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301518,0.0,-0.05,-0.049,-0.038,0.004,6.861,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301538,0.0,-0.05,-0.023,0.058,0.003,6.861,11.9,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301558,0.0,-0.05,-0.002,-0.054,0.001,6.898,11.95,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301578,0.0,0.0,0.102,0.138,-0.009,6.861,11.88,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301598,0.0,0.0,-0.089,-0.044,0.006,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301618,0.0,0.0,0.059,0.127,-0.005,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301638,0.0,0.0,0.016,0.005,0.0,0.0,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301658,0.0,0.0,-0.042,0.016,0.002,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301678,0.0,0.0,-0.037,0.132,0.004,6.889,11.88,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301698,0.0,0.0,-0.135,0.071,0.01,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301718,0.0,0.0,0.028,0.086,-0.003,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301738,0.0,0.0,-0.008,0.192,0.0,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301758,0.0,0.0,-0.077,0.077,0.005,6.884,11.92,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301778,0.0,0.0,0.039,0.122,-0.003,6.921,11.99,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301798,0.0,0.0,-0.09,-0.061,0.006,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301818,0.0,0.0,-0.005,0.028,0.001,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301838,0.0,0.0,0.084,0.059,-0.006,6.861,11.88,69.25,4,0,0
S3_Kp1.00_Ki1500,-0.05A,12301858,0.0,0.0,-0.067,-0.025,0.004,6.87,11.9,69.22,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302518,0.0,0.1,-0.135,0.081,0.01,6.898,11.93,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302538,0.0,0.1,0.046,0.095,-0.004,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302558,0.0,0.1,0.017,0.129,-0.002,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302578,0.0,0.1,0.006,-0.003,-0.0,6.889,11.93,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302598,0.0,0.1,0.164,0.051,-0.012,6.889,11.93,69.22,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302618,0.0,0.1,0.027,0.007,-0.001,6.898,11.93,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302638,0.0,0.1,-0.002,0.016,-0.0,6.898,11.92,69.24,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302658,0.0,0.1,-0.001,0.09,-0.0,6.88,11.88,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302678,0.0,0.1,-0.046,0.009,0.008,6.861,11.88,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302698,0.0,0.1,-0.088,0.078,0.006,6.889,11.88,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302718,0.0,0.1,-0.116,-0.045,0.008,6.889,11.93,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302738,0.0,0.1,-0.011,0.052,0.001,6.861,11.88,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302758,0.0,0.1,-0.052,0.162,0.002,6.88,11.92,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302778,0.0,0.1,0.068,0.12,-0.006,6.889,11.93,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302798,0.0,0.1,0.018,0.095,-0.003,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302818,0.0,0.1,0.001,-0.006,0.0,6.87,11.9,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302838,0.0,0.1,-0.014,0.048,0.001,6.861,11.88,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302858,0.0,0.1,0.075,-0.099,-0.004,6.88,11.92,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302878,0.0,0.1,0.075,-0.045,-0.004,6.87,11.9,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302898,0.0,0.1,-0.048,-0.008,0.003,6.88,11.92,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302918,0.0,0.1,-0.085,-0.077,0.006,6.898,11.95,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302938,0.0,0.1,0.03,0.058,-0.002,6.889,11.93,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302958,0.0,0.1,-0.057,0.048,0.004,6.861,11.88,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302978,0.0,0.1,0.056,0.039,-0.005,6.88,11.9,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12302998,0.0,0.1,-0.066,0.137,0.003,6.889,11.92,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303018,0.0,0.1,0.049,0.079,-0.004,6.88,11.92,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303038,0.0,0.1,0.036,0.096,-0.003,6.861,11.88,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303058,0.0,0.1,-0.021,0.013,0.002,6.861,11.88,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303078,0.0,0.1,0.183,0.004,-0.012,6.88,11.92,69.25,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303098,0.0,0.1,0.0,0.0,0.0,6.861,11.88,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303118,0.0,0.1,-0.006,-0.001,0.001,6.87,11.93,69.28,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303138,0.0,0.1,0.005,0.078,-0.001,6.88,11.9,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303158,0.0,0.1,-0.068,0.03,0.006,6.88,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303178,0.0,0.1,-0.034,0.041,0.001,6.87,11.88,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303198,0.0,0.1,-0.077,-0.023,0.005,6.889,11.93,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303218,0.0,0.1,-0.005,0.074,0.0,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303238,0.0,0.1,-0.018,0.104,0.0,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303258,0.0,0.1,0.089,0.011,-0.007,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303278,0.0,0.1,0.03,0.053,-0.003,6.861,11.88,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303298,0.0,0.1,-0.005,0.009,0.001,6.88,11.92,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303318,0.0,0.1,-0.007,0.049,0.001,6.87,11.9,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303338,0.0,0.1,-0.009,-0.054,0.002,6.861,11.88,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303358,0.0,0.1,0.043,-0.045,-0.003,6.889,11.93,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303378,0.0,0.1,-0.032,0.019,0.002,6.861,11.88,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303398,0.0,0.1,-0.054,-0.037,0.004,6.88,11.92,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303418,0.0,0.1,-0.001,0.043,0.0,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303438,0.0,0.1,-0.054,0.064,0.004,6.889,11.93,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303458,0.0,0.1,0.07,-0.01,-0.005,6.88,11.92,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303478,0.0,0.1,-0.041,0.057,0.002,6.889,11.93,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303498,0.0,0.1,-0.011,-0.022,0.001,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303518,0.0,0.1,0.042,0.08,-0.004,6.921,11.99,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303538,0.0,0.1,-0.052,0.044,0.004,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303558,0.0,0.1,0.058,0.025,-0.004,6.898,11.95,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303578,0.0,0.1,-0.037,0.005,0.002,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303598,0.0,0.1,-0.005,0.016,0.0,6.889,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303618,0.0,0.1,0.013,0.089,-0.002,6.861,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303638,0.0,0.1,0.038,-0.014,-0.004,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303658,0.0,0.1,0.1,0.068,-0.008,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303678,0.0,0.1,-0.031,-0.003,0.002,6.87,11.9,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303698,0.0,0.1,-0.01,-0.02,0.001,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303718,0.0,0.1,0.006,-0.003,-0.0,6.898,11.95,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303738,0.0,0.1,-0.012,0.002,0.003,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303758,0.0,0.1,-0.021,0.046,0.001,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303778,0.0,0.1,-0.084,-0.024,0.005,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303798,0.0,0.0,-0.016,0.05,0.001,6.898,11.95,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303818,0.0,0.0,-0.029,0.015,0.005,6.889,11.93,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303838,0.0,0.0,-0.088,0.017,0.006,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303858,0.0,0.0,-0.003,0.01,0.0,0.0,11.9,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303878,0.0,0.0,0.019,-0.059,0.0,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303898,0.0,0.0,0.094,0.12,-0.008,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303918,0.0,0.0,-0.065,-0.043,0.004,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303938,0.0,0.0,0.035,0.142,-0.004,6.88,11.92,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303958,0.0,0.0,0.021,0.006,-0.001,6.898,11.95,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303978,0.0,0.0,-0.192,0.005,0.014,6.889,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12303998,0.0,0.0,-0.009,0.118,0.001,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12304018,0.0,0.0,-0.119,0.094,0.009,6.889,11.93,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12304038,0.0,0.0,0.04,0.08,-0.004,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12304058,0.0,0.0,-0.022,-0.016,0.001,6.898,11.95,69.27,4,0,0
S3_Kp1.00_Ki1500,+0.10A,12304078,0.0,0.0,-0.105,0.043,0.007,6.889,11.93,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304738,0.0,-0.1,-0.013,0.077,0.0,6.898,11.95,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304758,0.0,-0.1,0.007,-0.087,0.002,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304778,0.0,-0.1,-0.083,0.021,0.006,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304798,0.0,-0.1,-0.106,-0.065,0.008,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304818,0.0,-0.1,-0.024,0.07,0.002,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304838,0.0,-0.1,-0.114,0.13,0.008,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304858,0.0,-0.1,0.016,0.123,-0.002,6.88,11.92,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304878,0.0,-0.1,-0.037,0.098,0.001,6.898,11.95,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304898,0.0,-0.1,0.011,0.02,-0.001,6.884,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304918,0.0,-0.1,-0.035,0.073,0.004,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304938,0.0,-0.1,0.084,-0.065,-0.005,6.889,11.93,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304958,0.0,-0.1,0.081,-0.021,-0.005,6.861,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304978,0.0,-0.1,-0.059,-0.004,0.004,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12304998,0.0,-0.1,-0.081,-0.077,0.006,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305018,0.0,-0.1,0.02,0.035,-0.001,6.88,11.92,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305038,0.0,-0.1,-0.047,0.045,0.004,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305058,0.0,-0.1,0.016,0.052,-0.001,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305078,0.0,-0.1,-0.082,0.122,0.005,6.88,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305098,0.0,-0.1,0.039,0.074,-0.003,6.87,11.9,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305118,0.0,-0.1,0.026,0.105,-0.003,6.889,11.92,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305138,0.0,-0.1,-0.005,-0.004,0.001,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305158,0.0,-0.1,0.193,0.023,-0.014,6.889,11.93,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305178,0.0,-0.1,-0.006,-0.001,0.001,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305198,0.0,-0.1,-0.005,0.004,0.0,6.87,11.9,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305218,0.0,-0.1,-0.003,0.056,-0.0,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305238,0.0,-0.1,-0.076,0.027,0.007,6.861,11.88,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305258,0.0,-0.1,-0.058,0.077,0.003,6.889,11.93,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305278,0.0,-0.1,-0.072,-0.021,0.005,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305298,0.0,-0.1,0.004,0.053,-0.001,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305318,0.0,-0.1,-0.017,0.104,0.0,6.898,11.95,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305338,0.0,-0.1,0.062,0.002,-0.005,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305358,0.0,-0.1,0.014,0.048,-0.002,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305378,0.0,-0.1,-0.016,-0.009,0.001,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305398,0.0,-0.1,-0.005,0.031,0.0,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305418,0.0,-0.1,-0.025,-0.054,0.003,6.88,11.92,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305438,0.0,-0.1,0.03,-0.048,-0.001,6.88,11.88,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305458,0.0,-0.1,-0.032,0.014,0.002,6.861,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305478,0.0,-0.1,-0.078,-0.045,0.006,6.889,11.93,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305498,0.0,-0.1,-0.048,0.101,0.004,6.889,11.93,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305518,0.0,-0.1,-0.045,0.071,0.003,6.889,11.93,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305538,0.0,-0.1,0.043,-0.045,-0.002,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305558,0.0,-0.1,-0.016,0.046,0.0,6.87,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305578,0.0,-0.1,-0.015,-0.007,0.001,6.889,11.9,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305598,0.0,-0.1,0.047,0.073,-0.004,6.87,11.9,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305618,0.0,-0.1,-0.065,0.075,0.005,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305638,0.0,-0.1,0.044,0.015,-0.003,6.861,11.9,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305658,0.0,-0.1,-0.068,0.054,0.004,6.861,11.88,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305678,0.0,-0.1,-0.004,-0.016,0.0,6.88,11.92,69.27,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305698,0.0,-0.1,0.038,0.098,-0.003,6.88,11.92,69.3,4,0,0
S3_Kp1.00_Ki1500,-0.10A,12305718,0.0,-0.1,0.031,-0.015,-0.002,6.889,11.93,69.27,4,0,0
